,Source_Location_X,,Source_Location_Y,,Source_Emission_rate
2.477121255,300,2.477121255,300,-2.629579441,0.0023465
2.579783597,380,2.5289167,338,-1.94981365,0.011225
1.84509804,70,1.84509804,70,-2.457411073,0.0034881
2.255272505,180,2.255272505,180,-2.109640469,0.0077689
2,100,2,100,-1.917897116,0.012081
2.477121255,300,2.477121255,300,-2.028984063,0.0093544
2.049218023,112,1.977723605,95,-3.156381077,0.00069762
1.84509804,70,1.84509804,70,-1.947344527,0.011289
2.255272505,180,2.255272505,180,-2.774535641,0.0016806
2,100,2,100,-2.419622512,0.0038052
2.477121255,300,2.477121255,300,-1.958488887,0.011003
1.397940009,25,1.681241237,48,-1.83321478,0.014682
1.84509804,70,1.84509804,70,-2.653705718,0.0022197
2.255272505,180,2.255272505,180,-2.50316718,0.0031393
2,100,2,100,-1.799833754,0.015855
2.477121255,300,2.477121255,300,-2.092266263,0.008086
2.336459734,217,2.008600172,102,-2.05632745,0.0087836
1.84509804,70,1.84509804,70,-2.16035229,0.0069127
2.255272505,180,2.255272505,180,-2.94248604,0.0011416
2,100,2,100,-2.102609361,0.0078957
2.477121255,300,2.477121255,300,-2.782805682,0.0016489
2.5289167,338,2.506505032,321,-1.946153573,0.01132
1.84509804,70,1.84509804,70,-2.137075922,0.0072933
2.255272505,180,2.255272505,180,-2.289290434,0.005137
2,100,2,100,-2.107871991,0.0078006
2.477121255,300,2.477121255,300,-2.053203973,0.008847
1.977723605,95,2.505149978,320,-2.742921694,0.0018075
1.84509804,70,1.84509804,70,-2.635486526,0.0023148
2.255272505,180,2.255272505,180,-2.276093028,0.0052955
2,100,2,100,-2.316961972,0.0048199
2.477121255,300,2.477121255,300,-2.297405772,0.0050419
1.681241237,48,2.222716471,167,-2.34044507,0.0045662
1.84509804,70,1.84509804,70,-2.062642616,0.0086568
2.255272505,180,2.255272505,180,-3.799833754,0.00015855
2,100,2,100,-1.830413727,0.014777
2.477121255,300,2.477121255,300,-1.874518734,0.01335
2.008600172,102,2.413299764,259,-2.162348442,0.006881
1.84509804,70,1.84509804,70,-2.083835678,0.0082445
2.255272505,180,2.255272505,180,-2.331492945,0.0046613
2,100,2,100,-2.018797722,0.0095764
2.477121255,300,2.477121255,300,-2.368475062,0.0042808
2.506505032,321,2.357934847,228,-2.539763871,0.0028856
1.84509804,70,1.84509804,70,-1.840793866,0.014428
2.255272505,180,2.255272505,180,-2.453482013,0.0035198
2,100,2,100,-2.078849572,0.0083397
2.477121255,300,2.477121255,300,-1.912218582,0.01224
2.505149978,320,2.096910013,125,-1.936516522,0.011574
1.84509804,70,1.84509804,70,-1.927088684,0.011828
2.255272505,180,2.255272505,180,-2.061055195,0.0086885
2,100,2,100,-1.912218582,0.01224
2.477121255,300,2.477121255,300,-1.916748283,0.012113
2.222716471,167,1.73239376,54,-1.80421101,0.015696
1.84509804,70,1.84509804,70,-2.99366234,0.0010147
2.255272505,180,2.255272505,180,-1.877620268,0.013255
2,100,2,100,-1.832298765,0.014713
2.477121255,300,2.477121255,300,-2.559279783,0.0027588
2.413299764,259,2.307496038,203,-2.030458291,0.0093227
1.84509804,70,1.84509804,70,-2.95475528,0.0011098
2.255272505,180,2.255272505,180,-1.863311134,0.013699
2,100,2,100,-2.142782124,0.0071981
2.477121255,300,2.477121255,300,-3.457411073,0.00034881
2.357934847,228,2.521138084,332,-2.008849268,0.0097983
1.84509804,70,1.84509804,70,-2.152452017,0.0070396
2.255272505,180,2.255272505,180,-1.964770444,0.010845
2,100,2,100,-1.936516522,0.011574
2.477121255,300,2.477121255,300,-2.001875855,0.0099569
2.096910013,125,1.579783597,38,-2.618000978,0.0024099
1.84509804,70,1.84509804,70,-2.817556814,0.0015221
2.255272505,180,2.255272505,180,-2.1314496,0.0073884
2,100,2,100,-1.823041019,0.01503
2.477121255,300,2.477121255,300,-2.405386491,0.003932
1.73239376,54,2.553883027,358,-3.067445066,0.00085616
1.84509804,70,1.84509804,70,-1.811268329,0.015443
2.255272505,180,2.255272505,180,-1.946153573,0.01132
2,100,2,100,-1.840793866,0.014428
2.477121255,300,2.477121255,300,-1.995034113,0.010115
2.307496038,203,2.505149978,320,-1.851428191,0.014079
1.84509804,70,1.84509804,70,-2.750630405,0.0017757
2.255272505,180,2.255272505,180,-1.808604883,0.015538
2,100,2,100,-3.118592516,0.00076104
2.477121255,300,2.477121255,300,-2.766420143,0.0017123
2.521138084,332,2.53529412,343,-2.180745691,0.0065956
1.84509804,70,1.84509804,70,-2.057897653,0.0087519
2.255272505,180,2.255272505,180,-2.229295232,0.005898
2,100,2,100,-1.889208339,0.012906
2.477121255,300,2.477121255,300,-1.852416418,0.014047
1.579783597,38,2.198657087,158,-2.319827718,0.0047882
1.84509804,70,1.84509804,70,-2.32561657,0.0047248
2.255272505,180,2.255272505,180,-2.189176276,0.0064688
2,100,2,100,-2.229295232,0.005898
2.477121255,300,2.477121255,300,-3.100869228,0.00079274
2.553883027,358,2.507855872,322,-3.419622512,0.00038052
1.84509804,70,1.84509804,70,-2.104356495,0.007864
2.255272505,180,2.255272505,180,-1.996367163,0.010084
2,100,2,100,-1.936516522,0.011574
2.477121255,300,2.477121255,300,-2.184940527,0.0065322
2.505149978,320,2.225309282,168,-1.944927618,0.011352
1.84509804,70,1.84509804,70,-3.100869228,0.00079274
2.255272505,180,2.255272505,180,-1.999132278,0.01002
2,100,2,100,-3.176584463,0.00066591
2.477121255,300,2.477121255,300,-2.535018908,0.0029173
2.53529412,343,1.913813852,82,-2.014506164,0.0096715
1.84509804,70,1.84509804,70,-2.120411014,0.0075786
2.255272505,180,2.255272505,180,-2.896743767,0.0012684
2,100,2,100,-1.988260439,0.010274
2.477121255,300,2.477121255,300,-2.273500998,0.0053272
2.198657087,158,1.477121255,30,-2.967340954,0.0010781
1.84509804,70,1.84509804,70,-2.027514823,0.0093861
2.255272505,180,2.255272505,180,-1.958488887,0.011003
2,100,2,100,-2.070673052,0.0084982
2.477121255,300,2.477121255,300,-2.270916243,0.005359
2.507855872,322,2.361727836,230,-2.438111872,0.0036466
1.84509804,70,1.84509804,70,-1.84752819,0.014206
2.255272505,180,2.255272505,180,-2.412446173,0.0038686
2,100,2,100,-2.06905606,0.0085299
2.477121255,300,2.477121255,300,-1.959714201,0.010972
2.225309282,168,1.73239376,54,-2.018797722,0.0095764
1.84509804,70,1.84509804,70,-1.952257982,0.011162
2.255272505,180,2.255272505,180,-2.355787972,0.0044077
2,100,2,100,-2.782805682,0.0016489
2.477121255,300,2.477121255,300,-2.530325227,0.002949
1.913813852,82,2.517195898,329,-1.857329022,0.013889
1.84509804,70,1.84509804,70,-2.569392889,0.0026953
2.255272505,180,2.255272505,180,-1.931777021,0.011701
2,100,2,100,-1.818470818,0.015189
2.477121255,300,2.477121255,300,-2.302910212,0.0049784
1.477121255,30,2.408239965,256,-3.197773762,0.0006342
1.84509804,70,1.84509804,70,-1.97118483,0.010686
2.255272505,180,2.255272505,180,-2.967340954,0.0010781
2,100,2,100,-2.051650618,0.0088787
2.477121255,300,2.477121255,300,-2.03791018,0.0091641
2.361727836,230,2.029383778,107,-2.258257658,0.0055175
1.84509804,70,1.84509804,70,-2.12773881,0.0074518
2.255272505,180,2.255272505,180,-2.727949425,0.0018709
2,100,2,100,-2.102609361,0.0078957
2.477121255,300,2.477121255,300,-2.152452017,0.0070396
1.73239376,54,1.973127854,94,-2.653705718,0.0022197
1.84509804,70,1.84509804,70,-1.808604883,0.015538
2.255272505,180,2.255272505,180,-2.49448374,0.0032027
2,100,2,100,-1.861318446,0.013762
2.477121255,300,2.477121255,300,-1.85933486,0.013825
2.517195898,329,2.551449998,356,-1.94981365,0.011225
1.84509804,70,1.84509804,70,-2.106110686,0.0078323
2.255272505,180,2.255272505,180,-1.973752819,0.010623
2,100,2,100,-1.810397407,0.015474
2.477121255,300,2.477121255,300,-1.862329463,0.01373
2.408239965,256,1.799340549,63,-2.337440478,0.0045979
1.84509804,70,1.84509804,70,-2.498803758,0.003171
2.255272505,180,2.255272505,180,-2.014506164,0.0096715
2,100,2,100,-2.133316954,0.0073567
2.477121255,300,2.477121255,300,-1.888132853,0.012938
2.029383778,107,2.155336037,143,-2.231635731,0.0058663
1.84509804,70,1.84509804,70,-1.808604883,0.015538
2.255272505,180,2.255272505,180,-2.075560468,0.0084031
2,100,2,100,-1.917897116,0.012081
2.477121255,300,2.477121255,300,-2.791236267,0.0016172
1.973127854,94,2.562292864,365,-1.914459694,0.012177
1.84509804,70,1.84509804,70,-2.601174933,0.0025051
2.255272505,180,2.255272505,180,-3.137075922,0.00072933
2,100,2,100,-1.89350313,0.012779
2.477121255,300,2.477121255,300,-2.189176276,0.0064688
2.551449998,356,2.214843848,164,-2.477620981,0.0033295
1.84509804,70,1.84509804,70,-2.042440598,0.009069
2.255272505,180,2.255272505,180,-2.641475066,0.0022831
2,100,2,100,-2.243531253,0.0057078
2.477121255,300,2.477121255,300,-1.904412253,0.012462
1.799340549,63,1.568201724,37,-2.782805682,0.0016489
1.84509804,70,1.84509804,70,-1.828566099,0.01484
2.255272505,180,2.255272505,180,-2.346517343,0.0045028
2,100,2,100,-3.322712499,0.00047565
2.477121255,300,2.477121255,300,-1.862329463,0.01373
2.155336037,143,2.5774918,378,-2.300153606,0.0050101
1.84509804,70,1.84509804,70,-2.189176276,0.0064688
2.255272505,180,2.255272505,180,-2.434352853,0.0036783
2,100,2,100,-3.419622512,0.00038052
2.477121255,300,2.477121255,300,-1.831355223,0.014745
2.562292864,365,2.57634135,377,-2.405386491,0.003932
1.84509804,70,1.84509804,70,-2.17866337,0.0066273
2.255272505,180,2.255272505,180,-2.294683775,0.0050736
2,100,2,100,-1.953504836,0.01113
2.477121255,300,2.477121255,300,-2.083835678,0.0082445
2.214843848,164,1.886490725,77,-1.912218582,0.01224
1.84509804,70,1.84509804,70,-1.801590366,0.015791
2.255272505,180,2.255272505,180,-2.077201906,0.0083714
2,100,2,100,-2.907735639,0.0012367
2.477121255,300,2.477121255,300,-1.913355479,0.012208
1.568201724,37,2.457881897,287,-2.95475528,0.0011098
1.84509804,70,1.84509804,70,-2.308476478,0.004915
2.255272505,180,2.255272505,180,-2.255769622,0.0055492
2,100,2,100,-2.94248604,0.0011416
2.477121255,300,2.477121255,300,-2.16035229,0.0069127
2.5774918,378,2.382017043,241,-2.24112594,0.0057395
1.84509804,70,1.84509804,70,-2.343470594,0.0045345
2.255272505,180,2.255272505,180,-2.125895237,0.0074835
2,100,2,100,-1.860309778,0.013794
2.477121255,300,2.477121255,300,-2.331492945,0.0046613
2.57634135,377,2.383815366,242,-2.034915946,0.0092275
1.84509804,70,1.84509804,70,-1.844633593,0.014301
2.255272505,180,2.255272505,180,-1.801590366,0.015791
2,100,2,100,-1.824865241,0.014967
2.477121255,300,2.477121255,300,-1.85933486,0.013825
1.886490725,77,2.037426498,109,-1.851428191,0.014079
1.84509804,70,1.84509804,70,-2.574530994,0.0026636
2.255272505,180,2.255272505,180,-2.099130582,0.0079592
2,100,2,100,-2.036410483,0.0091958
2.477121255,300,2.477121255,300,-2.12773881,0.0074518
2.457881897,287,2.033423755,108,-2.050097925,0.0089105
1.84509804,70,1.84509804,70,-2.045487347,0.0090056
2.255272505,180,2.255272505,180,-2.208772658,0.0061834
2,100,2,100,-2.146624283,0.0071347
2.477121255,300,2.477121255,300,-2.193453745,0.0064054
2.382017043,241,2.167317335,147,-2.116787284,0.0076421
1.84509804,70,1.84509804,70,-1.941308317,0.011447
2.255272505,180,2.255272505,180,-1.814854642,0.015316
2,100,2,100,-1.960982678,0.01094
2.477121255,300,2.477121255,300,-2.685900937,0.0020611
2.383815366,242,2.411619706,258,-1.852416418,0.014047
1.84509804,70,1.84509804,70,-3.021687069,0.00095129
2.255272505,180,2.255272505,180,-2.270916243,0.005359
2,100,2,100,-1.990931724,0.010211
2.477121255,300,2.477121255,300,-2.365270892,0.0043125
2.037426498,109,2.025305865,106,-1.805957672,0.015633
1.84509804,70,1.84509804,70,-2.865344858,0.0013635
2.255272505,180,2.255272505,180,-1.840793866,0.014428
2,100,2,100,-1.97637721,0.010559
2.477121255,300,2.477121255,300,-2.297405772,0.0050419
2.033423755,108,2.292256071,196,-2.782805682,0.0016489
1.84509804,70,1.84509804,70,-3.384860406,0.00041223
2.255272505,180,2.255272505,180,-1.941308317,0.011447
2,100,2,100,-1.978976178,0.010496
2.477121255,300,2.477121255,300,-2.156381077,0.0069762
2.167317335,147,2.201397124,159,-1.958488887,0.011003
1.84509804,70,1.84509804,70,-2.015931976,0.0096398
2.255272505,180,2.255272505,180,-1.813948209,0.015348
2,100,2,100,-1.837943663,0.014523
2.477121255,300,2.477121255,300,-2.374955206,0.0042174
2.411619706,258,2.465382851,292,-2.224651737,0.0059614
1.84509804,70,1.84509804,70,-2.150500737,0.0070713
2.255272505,180,2.255272505,180,-2.438111872,0.0036466
2,100,2,100,-4.021819483,9.51E-05
2.477121255,300,2.477121255,300,-2.343470594,0.0045345
2.025305865,106,1.462397998,29,-1.914459694,0.012177
1.84509804,70,1.84509804,70,-2.653705718,0.0022197
2.255272505,180,2.255272505,180,-1.806847563,0.015601
2,100,2,100,-2.204342398,0.0062468
2.477121255,300,2.477121255,300,-2.401899223,0.0039637
2.292256071,196,2.42975228,269,-2.006048213,0.0098617
1.84509804,70,1.84509804,70,-1.801590366,0.015791
2.255272505,180,2.255272505,180,-2.146624283,0.0071347
2,100,2,100,-2.211004852,0.0061517
2.477121255,300,2.477121255,300,-1.80950022,0.015506
2.201397124,159,1.86332286,73,-2.679272273,0.0020928
1.84509804,70,1.84509804,70,-2.316961972,0.0048199
2.255272505,180,2.255272505,180,-1.816673203,0.015252
2,100,2,100,-1.896743767,0.012684
2.477121255,300,2.477121255,300,-2.980302269,0.0010464
2.465382851,292,2.589949601,389,-2.855363532,0.0013952
1.84509804,70,1.84509804,70,-1.849458459,0.014143
2.255272505,180,2.255272505,180,-2.46942894,0.0033929
2,100,2,100,-2.114989524,0.0076738
2.477121255,300,2.477121255,300,-2.477620981,0.0033295
1.462397998,29,2.509202522,323,-2.077201906,0.0083714
1.84509804,70,1.84509804,70,-2.144698955,0.0071664
2.255272505,180,2.255272505,180,-1.83321478,0.014682
2,100,2,100,-2.401899223,0.0039637
2.477121255,300,2.477121255,300,-3.007446482,0.000983
2.42975228,269,2.527629901,337,-1.878670002,0.013223
1.84509804,70,1.84509804,70,-2.346517343,0.0045028
2.255272505,180,2.255272505,180,-2.355787972,0.0044077
2,100,2,100,-1.853375911,0.014016
2.477121255,300,2.477121255,300,-2.782805682,0.0016489
1.86332286,73,2.361727836,230,-2.036410483,0.0091958
1.84509804,70,1.84509804,70,-2.024591171,0.0094495
2.255272505,180,2.255272505,180,-2.445728951,0.0035832
2,100,2,100,-2.095684861,0.0080226
2.477121255,300,2.477121255,300,-2.000495378,0.0099886
2.589949601,389,2.181843588,152,-1.928265236,0.011796
1.84509804,70,1.84509804,70,-2.297405772,0.0050419
2.255272505,180,2.255272505,180,-3.220050157,0.00060249
2,100,2,100,-1.93296636,0.011669
2.477121255,300,2.477121255,300,-2.26076003,0.0054858
2.509202522,323,2.432969291,271,-2.875560989,0.0013318
1.84509804,70,1.84509804,70,-2.080503512,0.008308
2.255272505,180,2.255272505,180,-2.170426084,0.0067542
2,100,2,100,-2.49448374,0.0032027
2.477121255,300,2.477121255,300,-2.328549446,0.004693
2.527629901,337,2.10720997,128,-1.914459694,0.012177
1.84509804,70,1.84509804,70,-2.337440478,0.0045979
2.255272505,180,2.255272505,180,-2.601174933,0.0025051
2,100,2,100,-2.69946973,0.0019977
2.477121255,300,2.477121255,300,-2.24112594,0.0057395
2.361727836,230,2.522444234,333,-2.222341229,0.0059932
1.84509804,70,1.84509804,70,-2.331492945,0.0046613
2.255272505,180,2.255272505,180,-1.822117357,0.015062
2,100,2,100,-1.973752819,0.010623
2.477121255,300,2.477121255,300,-2.574530994,0.0026636
2.181843588,152,2.580924976,381,-1.866333377,0.013604
1.84509804,70,1.84509804,70,-1.839831707,0.01446
2.255272505,180,2.255272505,180,-1.924781621,0.011891
2,100,2,100,-2.17866337,0.0066273
2.477121255,300,2.477121255,300,-1.94248604,0.011416
2.432969291,271,2.46686762,293,-2.855363532,0.0013952
1.84509804,70,1.84509804,70,-2.073925211,0.0084348
2.255272505,180,2.255272505,180,-2.692632344,0.0020294
2,100,2,100,-3.156381077,0.00069762
2.477121255,300,2.477121255,300,-2.875560989,0.0013318
2.10720997,128,1.86923172,74,-1.916748283,0.012113
1.84509804,70,1.84509804,70,-1.862329463,0.01373
2.255272505,180,2.255272505,180,-2.930590929,0.0011733
2,100,2,100,-2.120411014,0.0075786
2.477121255,300,2.477121255,300,-2.358922687,0.004376
2.522444234,333,2.575187845,376,-1.99366234,0.010147
1.84509804,70,1.84509804,70,-1.99774752,0.010052
2.255272505,180,2.255272505,180,-2.164353811,0.0068493
2,100,2,100,-2.116787284,0.0076421
2.477121255,300,2.477121255,300,-2.498803758,0.003171
2.580924976,381,2.075546961,119,-2.311286595,0.0048833
1.84509804,70,1.84509804,70,-3.653705718,0.00022197
2.255272505,180,2.255272505,180,-2.445728951,0.0035832
2,100,2,100,-1.867356149,0.013572
2.477121255,300,2.477121255,300,-2.635486526,0.0023148
2.46686762,293,1.939519253,87,-2.516541085,0.0030441
1.84509804,70,1.84509804,70,-1.963530801,0.010876
2.255272505,180,2.255272505,180,-3.197773762,0.0006342
2,100,2,100,-1.853375911,0.014016
2.477121255,300,2.477121255,300,-1.869408948,0.013508
1.86923172,74,2.136720567,137,-2.384860406,0.0041223
1.84509804,70,1.84509804,70,-2.082163775,0.0082763
2.255272505,180,2.255272505,180,-3.352675722,0.00044394
2,100,2,100,-1.830413727,0.014777
2.477121255,300,2.477121255,300,-1.821195654,0.015094
2.575187845,376,1.929418926,85,-1.927088684,0.011828
1.84509804,70,1.84509804,70,-3.352675722,0.00044394
2.255272505,180,2.255272505,180,-1.855363532,0.013952
2,100,2,100,-1.858330783,0.013857
2.477121255,300,2.477121255,300,-2.018797722,0.0095764
2.075546961,119,1.903089987,80,-1.936516522,0.011574
1.84509804,70,1.84509804,70,-2.653705718,0.0022197
2.255272505,180,2.255272505,180,-1.829503594,0.014808
2,100,2,100,-2.355787972,0.0044077
2.477121255,300,2.477121255,300,-1.930590929,0.011733
1.939519253,87,1.903089987,80,-1.846551011,0.014238
1.84509804,70,1.84509804,70,-2.289290434,0.005137
2.255272505,180,2.255272505,180,-2.302910212,0.0049784
2,100,2,100,-1.996367163,0.010084
2.477121255,300,2.477121255,300,-3.243531253,0.00057078
2.136720567,137,2.117271296,131,-3.036410483,0.00091958
1.84509804,70,1.84509804,70,-2.1314496,0.0073884
2.255272505,180,2.255272505,180,-2.692632344,0.0020294
2,100,2,100,-1.912218582,0.01224
2.477121255,300,2.477121255,300,-2.197773762,0.006342
1.929418926,85,2.459392488,288,-2.138973658,0.0072615
1.84509804,70,1.84509804,70,-2.120411014,0.0075786
2.255272505,180,2.255272505,180,-2.162348442,0.006881
2,100,2,100,-2.092266263,0.008086
2.477121255,300,2.477121255,300,-2.039415075,0.0091324
1.903089987,80,1.544068044,35,-1.813071903,0.015379
1.84509804,70,1.84509804,70,-2.270916243,0.005359
2.255272505,180,2.255272505,180,-1.80421101,0.015696
2,100,2,100,-2.659952682,0.002188
2.477121255,300,2.477121255,300,-1.94981365,0.011225
1.903089987,80,2.591064607,390,-1.866333377,0.013604
1.84509804,70,1.84509804,70,-2.114989524,0.0076738
2.255272505,180,2.255272505,180,-2.742921694,0.0018075
2,100,2,100,-1.902222265,0.012525
2.477121255,300,2.477121255,300,-2.222341229,0.0059932
2.117271296,131,1.963787827,92,-2.434352853,0.0036783
1.84509804,70,1.84509804,70,-2.59032043,0.0025685
2.255272505,180,2.255272505,180,-2.184940527,0.0065322
2,100,2,100,-2.490206272,0.0032344
2.477121255,300,2.477121255,300,-2.316961972,0.0048199
2.459392488,288,1.84509804,70,-2.191309744,0.0064371
1.84509804,70,1.84509804,70,-2.441903712,0.0036149
2.255272505,180,2.255272505,180,-2.120411014,0.0075786
